#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_JAJNSX010000016.1 -         Sodium               RF03071    cm        1       55    41334    41286      -    no    1 0.39   0.0   48.1   1.3e-06 !   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf16, whole genome shotgun sequence
NZ_PJJM01000032.1    -         Sodium               RF03071    cm       37       54     3993     3976      -    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. Y50 C507, whole genome shotgun sequence
NZ_PJJV01000011.1    -         Sodium               RF03071    cm       37       54      345      362      +    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. M23 C553, whole genome shotgun sequence
NZ_PJJW01000003.1    -         Sodium               RF03071    cm       37       54     1357     1340      -    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. M15 C275, whole genome shotgun sequence
NZ_PJJO01000028.1    -         Sodium               RF03071    cm       37       54     5197     5180      -    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. Y11 C527, whole genome shotgun sequence
NZ_PJJJ01000005.1    -         Sodium               RF03071    cm       37       54      519      536      +    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. Y82 C181, whole genome shotgun sequence
NZ_PJJR01000010.1    -         Sodium               RF03071    cm       37       54      392      409      +    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. N19 C413, whole genome shotgun sequence
NZ_VEDC01000138.1    -         Sodium               RF03071    cm        1       55      122      163      +    no    1 0.40   0.0    9.8   8.1e+03 ?   Staphylococcus aureus strain DE0220 NODE_138_length_440_cov_0.782493, whole genome shotgun sequence
NZ_JABTZX010000006.1 -         Sodium               RF03071    cm       39       52  1226275  1226262      -    no    1 0.36   0.0    9.8   8.1e+03 ?   Staphylococcus aureus strain 18SBCL674 18SBCL674STA_7, whole genome shotgun sequence
NZ_BDGP01000061.1    -         Sodium               RF03071    cm       39       52     4532     4545      +    no    1 0.36   0.0    9.8   8.1e+03 ?   Thaumasiovibrio occultus strain C4II189, whole genome shotgun sequence
NZ_JXCK01000018.1    -         Sodium               RF03071    cm       39       52      554      567      +    no    1 0.36   0.0    9.8   8.1e+03 ?   Bacillus safensis strain B4107 NODE_20, whole genome shotgun sequence
NZ_MOSX01000001.1    -         Sodium               RF03071    cm       30       55   494347   494322      -    no    1 0.27   0.2    9.8   8.1e+03 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000001, whole genome shotgun sequence
NZ_JAJSNA010000883.1 -         Sodium               RF03071    cm       30       55      118      143      +    no    1 0.27   0.2    9.8   8.1e+03 ?   Clostridioides difficile strain S30 k141_772, whole genome shotgun sequence
NZ_JAJSMP010001133.1 -         Sodium               RF03071    cm       30       55      162      137      -    no    1 0.27   0.2    9.8   8.1e+03 ?   Clostridioides difficile strain S40 k141_882, whole genome shotgun sequence
NZ_CABMIR010000021.1 -         Sodium               RF03071    cm        1       55    80778    80730      -    no    1 0.29   0.0    9.8   8.2e+03 ?   Vibrio metoecus isolate MGYG-HGUT-02368, whole genome shotgun sequence
NZ_LCUD01000021.1    -         Sodium               RF03071    cm        1       55    80778    80730      -    no    1 0.29   0.0    9.8   8.2e+03 ?   Vibrio metoecus strain 06-2478, whole genome shotgun sequence
NZ_JTCJ01001619.1    -         Sodium               RF03071    cm        1       42       40        1      -    3'    3 0.25   0.0    9.8   8.2e+03 ?   Pseudomonas putida strain SQ1 Contig_1559_PpSQ1, whole genome shotgun sequence
NZ_BFAC01000066.1    -         Sodium               RF03071    cm       31       55      546      521      -    no    2 0.42   0.2    9.8   8.2e+03 ?   Microcystis aeruginosa NIES-87, whole genome shotgun sequence
NZ_JAHOIQ010000165.1 -         Sodium               RF03071    cm        1       55        4       81      +    no    1 0.32   1.2    9.8   8.2e+03 ?   Phocaeicola vulgatus strain MSK.17.73 NODE_169_length_412_cov_516.613, whole genome shotgun sequence
NZ_JAJCKN010000202.1 -         Sodium               RF03071    cm        1       55      409      332      -    no    1 0.32   1.2    9.8   8.2e+03 ?   Bacteroides xylanisolvens strain DFI.6.20 PFBOABPM_202, whole genome shotgun sequence
NZ_MBLQ01000042.1    -         Sodium               RF03071    cm       30       55      216      188      -    no    1 0.28   0.0    9.8   8.2e+03 ?   Limosilactobacillus reuteri strain 480_44 contig_136, whole genome shotgun sequence
NZ_AWWL01000077.1    -         Sodium               RF03071    cm        1       55    66726    66770      +    no    1 0.56   0.0    9.8   8.2e+03 ?   Vibrio mimicus CAIM 1883 contig00084, whole genome shotgun sequence
NZ_QROA01000042.1    -         Sodium               RF03071    cm       38       53     8142     8157      +    no    1 0.38   0.0    9.8   8.2e+03 ?   Lachnospira eligens strain AF41-18 AF41-18.Scaf42, whole genome shotgun sequence
NZ_JAJOEX010000196.1 -         Sodium               RF03071    cm        1       55      171      227      +    no    1 0.30   0.0    9.8   8.2e+03 ?   Escherichia coli strain ARS-CC11328 NODE_196_length_231_cov_0.753247, whole genome shotgun sequence
NZ_CDRS01000185.1    -         Sodium               RF03071    cm        1       55     1512     1545      +    no    1 0.32   0.0    9.8   8.2e+03 ?   Escherichia coli strain 46A_L1, whole genome shotgun sequence
NZ_AQHJ01000004.1    -         Sodium               RF03071    cm        1       55       39       78      +    no    1 0.50   0.0    9.8   8.3e+03 ?   Pseudoalteromonas ulvae UL12 contig004, whole genome shotgun sequence
NZ_JAJCJW010000557.1 -         Sodium               RF03071    cm        1       55       13       51      +    no    1 0.31   0.0    9.8   8.3e+03 ?   Bacteroides uniformis strain DFI.6.83 FPOMLCPN_557, whole genome shotgun sequence
NZ_SEIL01000018.1    -         Sodium               RF03071    cm        1       55    20213    20240      +    no    1 0.39   0.0    9.8   8.3e+03 ?   Acinetobacter lwoffii strain AL_065 NODE_18_length_50542_cov_32.1009, whole genome shotgun sequence
NZ_JGEF01000057.1    -         Sodium               RF03071    cm        1       55      786      815      +    no    1 0.43   0.0    9.8   8.3e+03 ?   Bacteroides fragilis str. 20793-3 gbf207933.contig.56, whole genome shotgun sequence
NZ_JGEF01000075.1    -         Sodium               RF03071    cm        1       55      375      404      +    no    1 0.43   0.0    9.8   8.3e+03 ?   Bacteroides fragilis str. 20793-3 gbf207933.contig.74, whole genome shotgun sequence
NZ_QFLX01000770.1    -         Sodium               RF03071    cm        1       55      171      115      -    no    1 0.25   0.2    9.8   8.3e+03 ?   Enterobacter cloacae complex sp. 2DZ2F20B scaffold_810, whole genome shotgun sequence
NZ_QRUI01000033.1    -         Sodium               RF03071    cm        1       55    10437    10476      +    no    1 0.38   0.0    9.8   8.4e+03 ?   Phocaeicola plebeius strain AF25-1LB AF25-1LB.Scaf33, whole genome shotgun sequence
NZ_BDGP01000029.1    -         Sodium               RF03071    cm        1       55     6137     6185      +    no    1 0.31   0.0    9.8   8.4e+03 ?   Thaumasiovibrio occultus strain C4II189, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  4073209  4073253      +    no    1 0.49   0.0    9.8   8.4e+03 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_JAAGNU010000849.1 -         Sodium               RF03071    cm        1       55      155      187      +    no    1 0.24   0.0    9.8   8.4e+03 ?   Salipiger sp. PrR004 NODE_1154_length_225_cov_1.127907, whole genome shotgun sequence
NZ_QQQX01000013.1    -         Sodium               RF03071    cm        1       55    23773    23733      -    no    1 0.39   0.0    9.8   8.4e+03 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_13_length_27591_cov_13.7515, whole genome shotgun sequence
NZ_MNPM02000005.1    -         Sodium               RF03071    cm        5       26   142234   142255      +    no    1 0.27   0.0    9.8   8.4e+03 ?   Mastigocladus laminosus UU774 scaffold_4, whole genome shotgun sequence
NZ_JAGTPX010000009.1 -         Sodium               RF03071    cm        1       55   168905   168954      +    no    1 0.36   0.0    9.8   8.4e+03 ?   Niallia circulans strain DC10 Contig_9_, whole genome shotgun sequence
NZ_MNPM02000042.1    -         Sodium               RF03071    cm       39       52      756      769      +    no    1 0.57   0.0    9.8   8.5e+03 ?   Mastigocladus laminosus UU774 scaffold_41, whole genome shotgun sequence
NZ_LTBH01000008.1    -         Sodium               RF03071    cm       39       52   130939   130926      -    no    1 0.57   0.0    9.8   8.5e+03 ?   Corynebacterium striatum strain 2247 lasergene_23_len_T_597764, whole genome shotgun sequence
NZ_LBCN01000049.1    -         Sodium               RF03071    cm       39       52    31964    31977      +    no    1 0.57   0.0    9.8   8.5e+03 ?   Corynebacterium striatum strain 2023 Consensus_from_Contig_34_mapping, whole genome shotgun sequence
NZ_CABMIR010000019.1 -         Sodium               RF03071    cm        1       55    23586    23607      +    no    1 0.41   0.0    9.8   8.5e+03 ?   Vibrio metoecus isolate MGYG-HGUT-02368, whole genome shotgun sequence
NZ_LCUD01000019.1    -         Sodium               RF03071    cm        1       55    23586    23607      +    no    1 0.41   0.0    9.8   8.5e+03 ?   Vibrio metoecus strain 06-2478, whole genome shotgun sequence
NZ_MDZH01000334.1    -         Sodium               RF03071    cm        1       55      322      369      +    no    1 0.25   0.0    9.8   8.5e+03 ?   Microcystis aeruginosa NIES-98 NODE_201, whole genome shotgun sequence
NZ_MNPM02000005.1    -         Sodium               RF03071    cm        1       55   188345   188307      -    no    1 0.44   0.0    9.8   8.5e+03 ?   Mastigocladus laminosus UU774 scaffold_4, whole genome shotgun sequence
NZ_AFUQ01000001.1    -         Sodium               RF03071    cm        1       55   697770   697741      -    no    1 0.40   0.0    9.8   8.5e+03 ?   Streptococcus infantis X Contig83, whole genome shotgun sequence
NZ_JAOA01000011.1    -         Sodium               RF03071    cm        1       55   160536   160468      -    no    1 0.55   0.0    9.8   8.6e+03 ?   Mycobacterium kansasii 662 gmk662.contig.10, whole genome shotgun sequence
NZ_CABEFZ010000041.1 -         Sodium               RF03071    cm        1       55   157321   157359      +    no    1 0.28   0.0    9.8   8.6e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_VUMV01000007.1    -         Sodium               RF03071    cm        1       55    94242    94300      +    no    1 0.56   0.0    9.7   8.6e+03 ?   Bilifractor porci strain Oil+RF-744-WCA-WT-13 seq7, whole genome shotgun sequence
NZ_MOLL01000007.1    -         Sodium               RF03071    cm        1       55    56052    56087      +    no    1 0.44   0.0    9.7   8.6e+03 ?   Vibrio cholerae strain DL4211 Contig_15, whole genome shotgun sequence
NZ_MOLM01000020.1    -         Sodium               RF03071    cm        1       55    65997    66032      +    no    1 0.44   0.0    9.7   8.6e+03 ?   Vibrio cholerae strain DL4215 AB_SE_12_CTTGTA_L008_R2_001_(paired)_contig_20, whole genome shotgun sequence
NZ_FXBD01000013.1    -         Sodium               RF03071    cm       37       54    32261    32279      +    no    1 0.58   0.0    9.7   8.6e+03 ?   Kocuria marina isolate Kocuria Marina TRE150902, whole genome shotgun sequence
NZ_MOLM01000059.1    -         Sodium               RF03071    cm        1       55     1915     1860      -    no    1 0.52   0.0    9.7   8.6e+03 ?   Vibrio cholerae strain DL4215 AB_SE_12_CTTGTA_L008_R2_001_(paired)_contig_59, whole genome shotgun sequence
NZ_WIVE01000178.1    -         Sodium               RF03071    cm        1       55      255      295      +    no    1 0.24   0.0    9.7   8.6e+03 ?   Roseospira navarrensis strain DSM 15114 NODE_178_length_566_cov_42.7321, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  1073690  1073733      +    no    1 0.48   0.0    9.7   8.6e+03 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_AUTJ01000072.1    -         Sodium               RF03071    cm        1       55     1414     1464      +    no    1 0.27   0.1    9.7   8.7e+03 ?   Pseudoalteromonas sp. TB13 ctg72, whole genome shotgun sequence
NZ_PHLE01000001.1    -         Sodium               RF03071    cm        1       55    50630    50685      +    no    1 0.34   0.0    9.7   8.7e+03 ?   Enterococcus faecalis strain 16-196 16-196_scaffold_1_, whole genome shotgun sequence
NZ_AEHP01000023.1    -         Sodium               RF03071    cm        1       55    76054    76109      +    no    1 0.34   0.0    9.7   8.7e+03 ?   Lactobacillus iners LactinV 03V1-b contig00044, whole genome shotgun sequence
NZ_PVLK01000001.1    -         Sodium               RF03071    cm        1       55   208506   208561      +    no    1 0.34   0.0    9.7   8.7e+03 ?   Streptococcus agalactiae strain SA12AQUAVET NODE_1_length_212790_cov_23.0606, whole genome shotgun sequence
NZ_CABEFZ010000022.1 -         Sodium               RF03071    cm        1       55   102828   102781      -    no    1 0.21   0.5    9.7   8.7e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JABTZX010000006.1 -         Sodium               RF03071    cm        1       55  2045863  2045802      -    no    1 0.32   0.0    9.7   8.7e+03 ?   Staphylococcus aureus strain 18SBCL674 18SBCL674STA_7, whole genome shotgun sequence
NZ_MSCZ01000041.1    -         Sodium               RF03071    cm       38       53    97933    97918      -    no    1 0.44   0.0    9.7   8.7e+03 ?   Acinetobacter baumannii strain 11598 scaffold12_2, whole genome shotgun sequence
NZ_PRGG01000006.1    -         Sodium               RF03071    cm       38       53   113460   113445      -    no    1 0.44   0.0    9.7   8.7e+03 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg006_222770, whole genome shotgun sequence
NZ_BJKF01000001.1    -         Sodium               RF03071    cm       38       53    58091    58076      -    no    1 0.44   0.0    9.7   8.7e+03 ?   Acinetobacter baumannii strain NIPH17_0019 contig_1, whole genome shotgun sequence
NZ_JAAKAK010000002.1 -         Sodium               RF03071    cm        1       55    85258    85330      +    no    1 0.27   0.9    9.7   8.7e+03 ?   Campylobacter coli strain 600001 600001_2, whole genome shotgun sequence
NZ_QYUU01000004.1    -         Sodium               RF03071    cm        1       55   174354   174282      -    no    1 0.27   0.9    9.7   8.7e+03 ?   Campylobacter coli strain F8 Contig_4, whole genome shotgun sequence
NZ_CABGVC010000010.1 -         Sodium               RF03071    cm        1       55   201777   201722      -    no    1 0.46   0.0    9.7   8.7e+03 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_JAAFYZ010000498.1 -         Sodium               RF03071    cm       37       55      967      949      -    5'    2 0.58   0.0    9.7   8.8e+03 ?   Catenulispora pinistramenti strain NL8 NODE_498, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  3411336  3411374      +    no    1 0.33   0.0    9.7   8.8e+03 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_RHLV01000205.1    -         Sodium               RF03071    cm       39       52       31       18      -    no    1 0.29   0.0    9.7   8.8e+03 ?   Acinetobacter baumannii strain VB24319 NODE_205_length_219_cov_1.175_ID_409, whole genome shotgun sequence
NZ_RHLV01000205.1    -         Sodium               RF03071    cm       39       52      151      138      -    no    1 0.29   0.0    9.7   8.8e+03 ?   Acinetobacter baumannii strain VB24319 NODE_205_length_219_cov_1.175_ID_409, whole genome shotgun sequence
NZ_CABEFZ010000025.1 -         Sodium               RF03071    cm        1       55    64756    64716      -    no    1 0.44   0.0    9.7   8.8e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_BAKK01000010.1    -         Sodium               RF03071    cm        1       55   102361   102313      -    no    1 0.51   0.0    9.7   8.8e+03 ?   Bacteroides faecichinchillae JCM 17102, whole genome shotgun sequence
NZ_PYUR01000023.1    -         Sodium               RF03071    cm        1       55   264205   264156      -    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica subsp. enterica serovar Typhimurium strain OLF-FSR1-ST-44 1, whole genome shotgun sequence
NZ_LHMF01000026.1    -         Sodium               RF03071    cm        1       55   448763   448812      +    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51240 N51240_contig_26, whole genome shotgun sequence
NZ_LHNW01000008.1    -         Sodium               RF03071    cm        1       55   343680   343729      +    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51287 N51287_contig_8, whole genome shotgun sequence
NZ_LHLX01000043.1    -         Sodium               RF03071    cm        1       55   109385   109434      +    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50442 N50442_contig_43, whole genome shotgun sequence
NZ_LHLF01000009.1    -         Sodium               RF03071    cm        1       55     6465     6416      -    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50420 N50420_contig_9, whole genome shotgun sequence
NZ_LHMA01000034.1    -         Sodium               RF03071    cm        1       55    82839    82888      +    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50445 N50445_contig_34, whole genome shotgun sequence
NZ_MYMW01000420.1    -         Sodium               RF03071    cm        1       55      146      195      +    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica strain BCW_4950 NODE_420_length_367_cov_2.19014, whole genome shotgun sequence
NZ_MYND01000642.1    -         Sodium               RF03071    cm        1       55        3       52      +    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica strain BCW_4943 NODE_642_length_348_cov_0.871698, whole genome shotgun sequence
NZ_MYJT01001085.1    -         Sodium               RF03071    cm        1       55      202      153      -    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica strain BCW_5264 NODE_1085_length_327_cov_5.47348, whole genome shotgun sequence
NZ_MYML01001306.1    -         Sodium               RF03071    cm        1       55      210      161      -    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica strain BCW_4961 NODE_1306_length_343_cov_6.88603, whole genome shotgun sequence
NZ_MZEY01000793.1    -         Sodium               RF03071    cm        1       55      338      289      -    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica strain BCW_6000 NODE_793_length_609_cov_4.80443, whole genome shotgun sequence
NZ_MYJV01000850.1    -         Sodium               RF03071    cm        1       55      202      153      -    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica strain BCW_5261 NODE_850_length_327_cov_9.46212, whole genome shotgun sequence
NZ_MYMJ01000656.1    -         Sodium               RF03071    cm        1       55      228      277      +    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica strain BCW_4984 NODE_656_length_584_cov_2.81238, whole genome shotgun sequence
NZ_CTQL01000320.1    -         Sodium               RF03071    cm        1       55      338      387      +    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain H74 isolate H74, whole genome shotgun sequence
NZ_SEOR01000202.1    -         Sodium               RF03071    cm        1       55      169      120      -    no    1 0.36   0.1    9.7   8.8e+03 ?   Salmonella enterica subsp. enterica serovar Typhimurium strain HS_5257 182_1, whole genome shotgun sequence
NZ_JAKETK010000003.1 -         Sodium               RF03071    cm        1       55   106934   106991      +    no    1 0.24   0.4    9.7   8.9e+03 ?   Terrisporobacter glycolicus strain WW3900 TerrGly2WW010522_contig_3, whole genome shotgun sequence
NZ_PITP01000476.1    -         Sodium               RF03071    cm        1       55      103      151      +    no    1 0.43   0.0    9.7   8.9e+03 ?   Escherichia coli strain 3512 NODE_493_length_381_cov_0.181102, whole genome shotgun sequence
NZ_CABMIR010000033.1 -         Sodium               RF03071    cm       38       53    63475    63460      -    no    1 0.44   0.0    9.7   8.9e+03 ?   Vibrio metoecus isolate MGYG-HGUT-02368, whole genome shotgun sequence
NZ_JJMN01000006.1    -         Sodium               RF03071    cm       38       53   157061   157046      -    no    1 0.44   0.0    9.7   8.9e+03 ?   Vibrio metoecus strain OP3H Contig7, whole genome shotgun sequence
NZ_LCUD01000033.1    -         Sodium               RF03071    cm       38       53    63475    63460      -    no    1 0.44   0.0    9.7   8.9e+03 ?   Vibrio metoecus strain 06-2478, whole genome shotgun sequence
NZ_ANMI01000020.1    -         Sodium               RF03071    cm        1       55     6467     6503      +    no    1 0.41   0.0    9.7   8.9e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp22 contig00022, whole genome shotgun sequence
NZ_SRKT01000001.1    -         Sodium               RF03071    cm        1       55    19886    19925      +    no    1 0.28   0.0    9.7   8.9e+03 ?   Flavobacterium columnare strain 1723 contig1, whole genome shotgun sequence
NZ_SRKT01000001.1    -         Sodium               RF03071    cm        1       55   449155   449116      -    no    1 0.28   0.0    9.7   8.9e+03 ?   Flavobacterium columnare strain 1723 contig1, whole genome shotgun sequence
NZ_SRKT01000004.1    -         Sodium               RF03071    cm        1       55   740096   740135      +    no    1 0.28   0.0    9.7   8.9e+03 ?   Flavobacterium columnare strain 1723 contig4, whole genome shotgun sequence
NZ_MNPM02000031.1    -         Sodium               RF03071    cm        1       55    29289    29346      +    no    1 0.34   0.0    9.7   8.9e+03 ?   Mastigocladus laminosus UU774 scaffold_30, whole genome shotgun sequence
NZ_JACJNF010000011.1 -         Sodium               RF03071    cm        1       55   120575   120545      -    no    1 0.55   0.0    9.7   8.9e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_11, whole genome shotgun sequence
NZ_FYTN01000002.1    -         Sodium               RF03071    cm        1       55   145052   144997      -    no    1 0.43   0.0    9.7     9e+03 ?   Streptococcus pneumoniae strain UoS5098, whole genome shotgun sequence
NZ_AKBW01000001.1    -         Sodium               RF03071    cm        1       55   284968   284913      -    no    1 0.43   0.0    9.7     9e+03 ?   Streptococcus pneumoniae TIGR4 chromosome, whole genome shotgun sequence
NZ_QFLV01000187.1    -         Sodium               RF03071    cm        1       55      243      292      +    no    1 0.28   0.0    9.7     9e+03 ?   Enterobacter cloacae complex sp. 4DZ1-17B1 NODE_199_length_513_cov_0.676166, whole genome shotgun sequence
NZ_ANMJ01000062.1    -         Sodium               RF03071    cm        1       55    23432    23468      +    no    1 0.43   0.0    9.7     9e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp46 contig00068, whole genome shotgun sequence
NZ_QNGQ01000091.1    -         Sodium               RF03071    cm        1       55      221      192      -    no    1 0.37   0.0    9.7     9e+03 ?   Enterococcus faecalis strain 15407 NODE_382_length_337_cov_0.566667, whole genome shotgun sequence
NZ_QROA01000001.1    -         Sodium               RF03071    cm        1       55    24765    24814      +    no    1 0.54   0.0    9.7     9e+03 ?   Lachnospira eligens strain AF41-18 AF41-18.Scaf1, whole genome shotgun sequence
NZ_ANMK01000048.1    -         Sodium               RF03071    cm        1       55    18725    18788      +    no    1 0.45   0.0    9.7     9e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp120 contig00053, whole genome shotgun sequence
NZ_ANML01000108.1    -         Sodium               RF03071    cm        1       55    21560    21497      -    no    1 0.45   0.0    9.7     9e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp223 contig00120, whole genome shotgun sequence
NZ_ANMI01000164.1    -         Sodium               RF03071    cm        1       55    11999    11936      -    no    1 0.45   0.0    9.7     9e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp22 contig00184, whole genome shotgun sequence
NZ_ANMJ01000073.1    -         Sodium               RF03071    cm        1       55    56313    56250      -    no    1 0.45   0.0    9.7     9e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp46 contig00083, whole genome shotgun sequence
NZ_ANMM01000019.1    -         Sodium               RF03071    cm        1       55    49624    49561      -    no    1 0.45   0.0    9.7     9e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp225 contig00019, whole genome shotgun sequence
NZ_QDLQ01000010.1    -         Sodium               RF03071    cm        1       55    77329    77287      -    no    1 0.33   0.0    9.7   9.1e+03 ?   Salmonella enterica strain 235 NODE_10_length_190343_cov_12.4752, whole genome shotgun sequence
NZ_NRQS01000162.1    -         Sodium               RF03071    cm        1       55      131      186      +    no    1 0.29   0.0    9.6   9.1e+03 ?   Chryseobacterium sp. CH1 NODE_162_length_302_cov_1.54187_ID_323, whole genome shotgun sequence
NZ_AXXW01000005.1    -         Sodium               RF03071    cm        3       28   202258   202281      +    no    1 0.12   0.1    9.6   9.1e+03 ?   Acholeplasma multilocale ATCC 49900 G319DRAFT_scaffold00002.2_C, whole genome shotgun sequence
NZ_LKKZ01000177.1    -         Sodium               RF03071    cm        1       55      201      239      +    no    1 0.49   1.9    9.6   9.1e+03 ?   Listeria monocytogenes strain FNW19G43 FNW19G43_S8_L001_R1_001_contig_181_consensus, whole genome shotgun sequence
NZ_NXGO01000143.1    -         Sodium               RF03071    cm        1       55    12298    12326      +    no    1 0.28   0.0    9.6   9.2e+03 ?   Candidatus Hodgkinia cicadicola strain MAGTDC contig_7, whole genome shotgun sequence
NZ_RCUB01000134.1    -         Sodium               RF03071    cm        3       28      944      972      +    no    1 0.28   0.0    9.6   9.2e+03 ?   Vibrio anguillarum strain 030305-1/5 contig_134, whole genome shotgun sequence
NZ_MNPM02000011.1    -         Sodium               RF03071    cm        1       55      361      408      +    no    1 0.40   0.0    9.6   9.2e+03 ?   Mastigocladus laminosus UU774 scaffold_10, whole genome shotgun sequence
NZ_MCWV02000001.1    -         Sodium               RF03071    cm        1       55  1357736  1357703      -    no    1 0.35   0.0    9.6   9.2e+03 ?   Vibrio lentus strain 10N.261.55.C8 10N26155C8_0, whole genome shotgun sequence
NZ_JAKETK010000007.1 -         Sodium               RF03071    cm        3       55    57684    57718      +    no    1 0.14   1.7    9.6   9.2e+03 ?   Terrisporobacter glycolicus strain WW3900 TerrGly2WW010522_contig_7, whole genome shotgun sequence
NZ_SEIL01000185.1    -         Sodium               RF03071    cm        1       55      705      663      -    no    1 0.33   0.0    9.6   9.2e+03 ?   Acinetobacter lwoffii strain AL_065 NODE_181_length_1167_cov_64.9073, whole genome shotgun sequence
NZ_MCWV02000001.1    -         Sodium               RF03071    cm        1       55  1023110  1023161      +    no    1 0.44   0.0    9.6   9.3e+03 ?   Vibrio lentus strain 10N.261.55.C8 10N26155C8_0, whole genome shotgun sequence
NZ_AUTJ01000243.1    -         Sodium               RF03071    cm        1       55    11836    11894      +    no    1 0.31   0.0    9.6   9.3e+03 ?   Pseudoalteromonas sp. TB13 ctg243, whole genome shotgun sequence
NZ_JPZA01000283.1    -         Sodium               RF03071    cm       30       55        1       25      +    5'    2 0.32   0.0    9.6   9.3e+03 ?   Avibacterium paragallinarum strain Modesto contig00445, whole genome shotgun sequence
NZ_AFUQ01000011.1    -         Sodium               RF03071    cm        5       26    27617    27598      -    no    1 0.50   0.0    9.6   9.3e+03 ?   Streptococcus infantis X Contig92, whole genome shotgun sequence
NZ_CZIY01000099.1    -         Sodium               RF03071    cm        1       55      127       69      -    no    1 0.47   0.0    9.6   9.4e+03 ?   Campylobacter jejuni strain Campylobacter jejuni isolate NECK SKIN, whole genome shotgun sequence
NZ_VEAS01001073.1    -         Sodium               RF03071    cm        1       55      247      211      -    no    1 0.43   0.0    9.6   9.4e+03 ?   Bacillus pumilus SAFR-032 strain DE0317 NODE_1073_length_261_cov_0.459596, whole genome shotgun sequence
NZ_MJXF01000002.1    -         Sodium               RF03071    cm        3       55      406      359      -    no    1 0.42   0.0    9.6   9.4e+03 ?   Campylobacter jejuni strain BCW_6457 PROKKA_contig000002, whole genome shotgun sequence
NZ_MJXL01000012.1    -         Sodium               RF03071    cm        3       55      503      456      -    no    1 0.42   0.0    9.6   9.4e+03 ?   Campylobacter sp. BCW_6463 PROKKA_contig000012, whole genome shotgun sequence
