#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_JAJNSX010000016.1 -         Sodium               RF03071    cm        1       55    41334    41286      -    no    1 0.39   0.0   48.1   1.3e-06 !   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf16, whole genome shotgun sequence
NZ_QSUZ01000003.1    -         Sodium               RF03071    cm        1       55     8724     8765      +    no    1 0.26   0.0   11.6   2.8e+03 ?   Blautia obeum strain OM03-6 OM03-6.Scaf3, whole genome shotgun sequence
NZ_QSCN01000014.1    -         Sodium               RF03071    cm        1       55    72320    72279      -    no    1 0.26   0.0   11.6   2.8e+03 ?   Blautia obeum strain OF03-14 OF03-14.Scaf14, whole genome shotgun sequence
NZ_NKHG01000216.1    -         Sodium               RF03071    cm        1       55      348      394      +    no    1 0.34   0.0   11.6   2.9e+03 ?   Bacillus pumilus strain 36R_ATNSAL contig00180, whole genome shotgun sequence
NZ_UTSB01000022.1    -         Sodium               RF03071    cm       38       53      272      287      +    no    1 0.38   0.0   11.6   2.9e+03 ?   Pseudomonas viridiflava isolate p21.G3, whole genome shotgun sequence
NZ_JADCSA010000286.1 -         Sodium               RF03071    cm        1       55       20       50      +    no    1 0.32   0.0   11.6   2.9e+03 ?   Nocardioides malaquae strain Y6 NODE_297_length_279_cov_0.722772, whole genome shotgun sequence
NZ_JAHEAH010000003.1 -         Sodium               RF03071    cm        1       55     6735     6772      +    no    1 0.37   0.0   11.6     3e+03 ?   Flavihumibacter rivuli strain IMCC34838 NODE_3_length_678769_cov_33.333908, whole genome shotgun sequence
NZ_JJMN01000061.1    -         Sodium               RF03071    cm       39       52    67532    67545      +    no    1 0.43   0.0   11.5     3e+03 ?   Vibrio metoecus strain OP3H Contig13, whole genome shotgun sequence
NZ_VEAS01001939.1    -         Sodium               RF03071    cm       39       52      109       96      -    no    1 0.43   0.0   11.5     3e+03 ?   Bacillus pumilus SAFR-032 strain DE0317 NODE_1939_length_214_cov_0.602649, whole genome shotgun sequence
NZ_VKDK01000014.1    -         Sodium               RF03071    cm        1       55    31153    31113      -    no    1 0.59   0.0   11.5     3e+03 ?   Corynebacterium aurimucosum strain 2274 NODE_14_length_63034_cov_227.724, whole genome shotgun sequence
NZ_LAYQ01000012.1    -         Sodium               RF03071    cm        1       55    44626    44586      -    no    1 0.59   0.0   11.5     3e+03 ?   Corynebacterium minutissimum strain 1941 Contig_12, whole genome shotgun sequence
NZ_QEJG01000100.1    -         Sodium               RF03071    cm        1       55       63       20      -    no    1 0.39   0.0   11.5     3e+03 ?   Staphylococcus pseudintermedius strain ST64 4 K4_S4_L001_R2_001_contig_100, whole genome shotgun sequence
NZ_MQSR01000089.1    -         Sodium               RF03071    cm        1       55      369      303      -    no    1 0.33   0.0   11.5     3e+03 ?   Bacillus subtilis strain MB415 NODE_99_length_508_cov_0.913386_ID_197, whole genome shotgun sequence
NZ_CABEFZ010000063.1 -         Sodium               RF03071    cm        1       55     3884     3852      -    no    1 0.48   0.0   11.5   3.1e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_QQQX01000021.1    -         Sodium               RF03071    cm        1       55     4735     4781      +    no    1 0.26   0.0   11.5   3.1e+03 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_21_length_13415_cov_13.6552, whole genome shotgun sequence
NZ_QQQX01000005.1    -         Sodium               RF03071    cm        1       55    19170    19130      -    no    1 0.27   0.0   11.5   3.1e+03 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_5_length_47016_cov_17.3414, whole genome shotgun sequence
NZ_WJVD01000097.1    -         Sodium               RF03071    cm        1       55      228      267      +    no    1 0.30   0.0   11.5   3.1e+03 ?   Lactococcus cremoris strain SMQ86 NODE_109, whole genome shotgun sequence
NZ_QSUZ01000024.1    -         Sodium               RF03071    cm        3       28    14835    14863      +    no    1 0.24   0.0   11.5   3.1e+03 ?   Blautia obeum strain OM03-6 OM03-6.Scaf24, whole genome shotgun sequence
NZ_QSCN01000017.1    -         Sodium               RF03071    cm        3       28    23977    23949      -    no    1 0.24   0.0   11.5   3.1e+03 ?   Blautia obeum strain OF03-14 OF03-14.Scaf17, whole genome shotgun sequence
NZ_MSCZ01000003.1    -         Sodium               RF03071    cm        1       55    71704    71670      -    no    1 0.31   0.0   11.5   3.1e+03 ?   Acinetobacter baumannii strain 11598 scaffold17, whole genome shotgun sequence
NZ_JAEIPD010000128.1 -         Sodium               RF03071    cm        1       55      349      400      +    no    1 0.19   3.2   11.5   3.1e+03 ?   Borreliella garinii strain IPT98 NODE_128_length_1888_cov_436.245, whole genome shotgun sequence
NZ_JAEIPS010000118.1 -         Sodium               RF03071    cm        1       55     1024     1075      +    no    1 0.19   3.2   11.5   3.1e+03 ?   Borreliella garinii strain IPT189 NODE_123_length_1807_cov_846.891, whole genome shotgun sequence
NZ_PHLE01000001.1    -         Sodium               RF03071    cm        1       55  1387046  1387008      -    no    1 0.28   0.0   11.5   3.1e+03 ?   Enterococcus faecalis strain 16-196 16-196_scaffold_1_, whole genome shotgun sequence
NZ_CABEFZ010000068.1 -         Sodium               RF03071    cm       38       53    49913    49898      -    no    1 0.69   0.0   11.5   3.1e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_SRKT01000003.1    -         Sodium               RF03071    cm        1       55   128911   128956      +    no    1 0.24   0.1   11.5   3.1e+03 ?   Flavobacterium columnare strain 1723 contig3, whole genome shotgun sequence
NZ_MOSX01000001.1    -         Sodium               RF03071    cm        1       55   735852   735901      +    no    1 0.30   0.2   11.5   3.1e+03 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000001, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55   369461   369408      -    no    1 0.46   0.0   11.5   3.1e+03 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_MSCZ01000020.1    -         Sodium               RF03071    cm        1       55   113877   113837      -    no    1 0.44   0.0   11.5   3.1e+03 ?   Acinetobacter baumannii strain 11598 scaffold5, whole genome shotgun sequence
NZ_PRGG01000029.1    -         Sodium               RF03071    cm        1       55    17765    17725      -    no    1 0.44   0.0   11.5   3.1e+03 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg029_87501, whole genome shotgun sequence
NZ_BJKF01000013.1    -         Sodium               RF03071    cm        1       55    44148    44188      +    no    1 0.44   0.0   11.5   3.1e+03 ?   Acinetobacter baumannii strain NIPH17_0019 contig_13, whole genome shotgun sequence
NZ_MNPM02000005.1    -         Sodium               RF03071    cm        1       55   241407   241454      +    no    1 0.50   0.0   11.4   3.2e+03 ?   Mastigocladus laminosus UU774 scaffold_4, whole genome shotgun sequence
NZ_JACFAY010000001.1 -         Sodium               RF03071    cm        3       28   400695   400676      -    no    1 0.35   0.0   11.4   3.2e+03 ?   Borreliella garinii subsp. bavariensis strain PBar PBar_chr_to_PBi_insert, whole genome shotgun sequence
NZ_JACFAX010000001.1 -         Sodium               RF03071    cm        3       28   400860   400841      -    no    1 0.35   0.0   11.4   3.2e+03 ?   Borreliella garinii subsp. bavariensis strain PBN PBN_chr_to_PBi_insert, whole genome shotgun sequence
NZ_QYSE01000024.1    -         Sodium               RF03071    cm       36       55      119      100      -    no    1 0.25   0.0   11.4   3.2e+03 ?   Pseudoalteromonas profundi strain MNAD 1.6 scaffold24_size204, whole genome shotgun sequence
NZ_VEGT01000085.1    -         Sodium               RF03071    cm        1       55       26       78      +    no    1 0.36   0.0   11.4   3.2e+03 ?   Peribacillus simplex NBRC 15720 = DSM 1321 strain DE0084 NODE_85_length_507_cov_19.269767, whole genome shotgun sequence
NZ_RCIN01000003.1    -         Sodium               RF03071    cm        1       55   286458   286501      +    no    1 0.30   0.0   11.4   3.2e+03 ?   Proteus mirabilis strain L90 NODE_3_length_305854_cov_55.1183, whole genome shotgun sequence
NZ_MSCZ01000021.1    -         Sodium               RF03071    cm        1       55    44029    44091      +    no    1 0.38   0.0   11.4   3.2e+03 ?   Acinetobacter baumannii strain 11598 scaffold1, whole genome shotgun sequence
NZ_PRGG01000031.1    -         Sodium               RF03071    cm        1       55    16099    16161      +    no    1 0.40   0.0   11.4   3.2e+03 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg031_257247, whole genome shotgun sequence
NZ_BJKF01000010.1    -         Sodium               RF03071    cm        1       55    68870    68808      -    no    1 0.40   0.0   11.4   3.2e+03 ?   Acinetobacter baumannii strain NIPH17_0019 contig_10, whole genome shotgun sequence
NZ_ANML01000082.1    -         Sodium               RF03071    cm        1       55    33090    33047      -    no    1 0.50   0.0   11.4   3.2e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp223 contig00087, whole genome shotgun sequence
NZ_JAEIRD010000722.1 -         Sodium               RF03071    cm        1       55       52        6      -    no    1 0.21   0.5   11.4   3.2e+03 ?   Borreliella garinii strain IPT182 NODE_724_length_229_cov_1.81034, whole genome shotgun sequence
NZ_AGMZ01000086.1    -         Sodium               RF03071    cm        1       55      193      148      -    no    1 0.30   0.0   11.4   3.2e+03 ?   Streptococcus mutans TCI-96 contig00193, whole genome shotgun sequence
NZ_AEPG01000374.1    -         Sodium               RF03071    cm       39       52     3276     3263      -    no    1 0.36   0.0   11.4   3.2e+03 ?   Neisseria sicca DS1 contig00374, whole genome shotgun sequence
NZ_RQWS01000621.1    -         Sodium               RF03071    cm       39       52      123      136      +    no    1 0.36   0.0   11.4   3.2e+03 ?   Klebsiella pneumoniae strain CRKP5 NODE_675_length_317_cov_0.394737, whole genome shotgun sequence
NZ_MDCP01000141.1    -         Sodium               RF03071    cm       38       53     5741     5756      +    no    1 0.56   0.0   11.4   3.2e+03 ?   Geobacillus thermoleovorans strain N7 NODE_22_length_59017_cov_51.0588, whole genome shotgun sequence
NZ_PTUZ01000170.1    -         Sodium               RF03071    cm        1       55      226      174      -    no    1 0.38   0.0   11.4   3.2e+03 ?   Enterococcus faecium strain CVM N59998F N59998F_S3_L001_R1_001_contig_170, whole genome shotgun sequence
NZ_JUOX01000124.1    -         Sodium               RF03071    cm        1       55      212      246      +    no    1 0.17   0.1   11.4   3.3e+03 ?   Bacillus cereus strain 896_BCER 346_303_3065, whole genome shotgun sequence
NZ_QQQX01000011.1    -         Sodium               RF03071    cm        1       55     5647     5593      -    no    1 0.36   0.0   11.4   3.3e+03 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_11_length_32777_cov_12.7314, whole genome shotgun sequence
NZ_AXXW01000006.1    -         Sodium               RF03071    cm        1       55   129608   129653      +    no    1 0.35   0.0   11.4   3.3e+03 ?   Acholeplasma multilocale ATCC 49900 G319DRAFT_scaffold00003.3_C, whole genome shotgun sequence
NZ_ANMI01000083.1    -         Sodium               RF03071    cm        6       25    64888    64868      -    no    1 0.33   0.0   11.4   3.3e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp22 contig00090, whole genome shotgun sequence
NZ_FBOB01000003.1    -         Sodium               RF03071    cm        3       28       44       19      -    no    1 0.31   0.0   11.4   3.3e+03 ?   Campylobacter coli isolate H043880653, whole genome shotgun sequence
NZ_JAAJZT010000049.1 -         Sodium               RF03071    cm        3       28      822      797      -    no    1 0.31   0.0   11.4   3.3e+03 ?   Campylobacter coli strain 704192 704192_49, whole genome shotgun sequence
NZ_JAEMFZ010000266.1 -         Sodium               RF03071    cm        1       55      241      186      -    no    1 0.25   0.1   11.4   3.3e+03 ?   Vibrio cholerae strain Vc3021 NODE_277_length_248_cov_0.853801, whole genome shotgun sequence
NZ_JAHEAH010000002.1 -         Sodium               RF03071    cm        1       55   288390   288426      +    no    1 0.43   0.1   11.4   3.3e+03 ?   Flavihumibacter rivuli strain IMCC34838 NODE_2_length_739692_cov_30.023818, whole genome shotgun sequence
NZ_JOGS01001590.1    -         Sodium               RF03071    cm        1       55      517      477      -    no    1 0.56   0.0   11.4   3.3e+03 ?   Streptomyces sp. NRRL S-15 contig170.1, whole genome shotgun sequence
NZ_PHLE01000001.1    -         Sodium               RF03071    cm        1       55   867597   867645      +    no    1 0.33   0.0   11.4   3.3e+03 ?   Enterococcus faecalis strain 16-196 16-196_scaffold_1_, whole genome shotgun sequence
NZ_VWYC01000010.1    -         Sodium               RF03071    cm        1       55    42857    42933      +    no    1 0.36   0.0   11.3   3.3e+03 ?   Vibrio mimicus strain ATCC 33654 contig10, whole genome shotgun sequence
NZ_RDBW01000044.1    -         Sodium               RF03071    cm        1       55    27042    27085      +    no    1 0.36   0.0   11.3   3.3e+03 ?   Pseudoalteromonas sp. J010 scaffold_43, whole genome shotgun sequence
NZ_WELG01000048.1    -         Sodium               RF03071    cm        1       55      275      332      +    no    1 0.33   0.2   11.3   3.4e+03 ?   Muricauda olearia strain CL-SS4 NODE_63_length_463_cov_2.112565, whole genome shotgun sequence
NZ_BDGQ01000179.1    -         Sodium               RF03071    cm        1       55    21261    21213      -    no    1 0.33   0.0   11.3   3.4e+03 ?   Thaumasiovibrio subtropicus strain C4V358, whole genome shotgun sequence
NZ_JAHEAH010000002.1 -         Sodium               RF03071    cm        1       55     7119     7079      -    no    1 0.46   0.0   11.3   3.4e+03 ?   Flavihumibacter rivuli strain IMCC34838 NODE_2_length_739692_cov_30.023818, whole genome shotgun sequence
NZ_LASO01000003.1    -         Sodium               RF03071    cm        1       55   398145   398101      -    no    1 0.47   0.0   11.3   3.4e+03 ?   Anaplasma phagocytophilum str. CR1007 apCR1007.contig.2_1, whole genome shotgun sequence
NZ_MSCZ01000044.1    -         Sodium               RF03071    cm        1       55    47821    47875      +    no    1 0.40   0.0   11.3   3.4e+03 ?   Acinetobacter baumannii strain 11598 scaffold6, whole genome shotgun sequence
NZ_PRGG01000013.1    -         Sodium               RF03071    cm        1       55   118526   118580      +    no    1 0.40   0.0   11.3   3.4e+03 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg013_207157, whole genome shotgun sequence
NZ_BJKF01000019.1    -         Sodium               RF03071    cm        1       55    53734    53680      -    no    1 0.40   0.0   11.3   3.4e+03 ?   Acinetobacter baumannii strain NIPH17_0019 contig_19, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  3815611  3815659      +    no    1 0.39   0.0   11.3   3.4e+03 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_MSCZ01000004.1    -         Sodium               RF03071    cm        1       55    29004    29049      +    no    1 0.37   0.0   11.3   3.4e+03 ?   Acinetobacter baumannii strain 11598 scaffold4, whole genome shotgun sequence
NZ_PRGG01000020.1    -         Sodium               RF03071    cm        1       55   108809   108764      -    no    1 0.37   0.0   11.3   3.4e+03 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg020_195258, whole genome shotgun sequence
NZ_BJKF01000002.1    -         Sodium               RF03071    cm        1       55    40969    41014      +    no    1 0.37   0.0   11.3   3.4e+03 ?   Acinetobacter baumannii strain NIPH17_0019 contig_2, whole genome shotgun sequence
NZ_JAFKPA010000863.1 -         Sodium               RF03071    cm        1       55       85      125      +    no    1 0.24   0.0   11.3   3.4e+03 ?   Vibrio vulnificus strain Vv15 NODE_883_length_257_cov_0.811111, whole genome shotgun sequence
NZ_AGGZ01000090.1    -         Sodium               RF03071    cm       38       53     4922     4937      +    no    1 0.25   0.0   11.3   3.4e+03 ?   Streptococcus sobrinus TCI-357 contig00090, whole genome shotgun sequence
NZ_QRUI01000104.1    -         Sodium               RF03071    cm        1       55     5234     5274      +    no    1 0.56   0.0   11.3   3.4e+03 ?   Phocaeicola plebeius strain AF25-1LB AF25-1LB.Scaf104, whole genome shotgun sequence
NZ_BADM01000206.1    -         Sodium               RF03071    cm        1       55     1272     1228      -    no    1 0.60   0.0   11.3   3.5e+03 ?   Enterobacter sp. B509, whole genome shotgun sequence
NZ_CAKZ01000034.1    -         Sodium               RF03071    cm        1       55     1186     1155      -    no    1 0.47   0.0   11.3   3.5e+03 ?   Cronobacter dublinensis 1210, whole genome shotgun sequence
NZ_MNPM02000004.1    -         Sodium               RF03071    cm        1       55    52023    51968      -    no    1 0.34   0.0   11.3   3.5e+03 ?   Mastigocladus laminosus UU774 scaffold_3, whole genome shotgun sequence
NZ_MNPM02000014.1    -         Sodium               RF03071    cm        1       55    84298    84251      -    no    1 0.25   0.1   11.3   3.5e+03 ?   Mastigocladus laminosus UU774 scaffold_13, whole genome shotgun sequence
NZ_PHLE01000001.1    -         Sodium               RF03071    cm        1       55   789716   789746      +    no    1 0.45   0.0   11.3   3.5e+03 ?   Enterococcus faecalis strain 16-196 16-196_scaffold_1_, whole genome shotgun sequence
NZ_PEDB01000131.1    -         Sodium               RF03071    cm        1       55    56790    56823      +    no    1 0.65   0.0   11.3   3.5e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000131, whole genome shotgun sequence
NZ_QFLU01000159.1    -         Sodium               RF03071    cm        1       55      115      167      +    no    1 0.43   0.0   11.3   3.5e+03 ?   Enterobacter cloacae complex sp. 4DZ3-17B2 scaffold_189, whole genome shotgun sequence
NZ_LUCU01000042.1    -         Sodium               RF03071    cm        1       55      205      150      -    no    1 0.50   0.0   11.3   3.5e+03 ?   Exiguobacterium sp. KKBO11 NODE_48, whole genome shotgun sequence
NZ_JPGN01000070.1    -         Sodium               RF03071    cm        1       55    26302    26248      -    no    1 0.45   0.0   11.3   3.5e+03 ?   Nitrosococcus oceani C-27 contig_23, whole genome shotgun sequence
NZ_ACEQ02000002.1    -         Sodium               RF03071    cm        1       55    83210    83241      +    no    1 0.44   0.0   11.2   3.5e+03 ?   Neisseria lactamica ATCC 23970 N_lactamica-1.0.2_Cont1.1, whole genome shotgun sequence
NZ_JTCJ01000202.1    -         Sodium               RF03071    cm       39       52     1441     1428      -    no    1 0.64   0.0   11.2   3.6e+03 ?   Pseudomonas putida strain SQ1 Contig_529_PpSQ1, whole genome shotgun sequence
NZ_ACEQ02000011.1    -         Sodium               RF03071    cm        1       55     9078     9128      +    no    1 0.41   0.0   11.2   3.6e+03 ?   Neisseria lactamica ATCC 23970 N_lactamica-1.0.2_Cont10.1, whole genome shotgun sequence
NZ_NGVM01000417.1    -         Sodium               RF03071    cm        1       55      104       54      -    no    1 0.29   0.0   11.2   3.6e+03 ?   Streptococcus sp. KR NODE_421_length_206_cov_16.8411, whole genome shotgun sequence
NZ_VKDG01000001.1    -         Sodium               RF03071    cm        1       55    90043    89995      -    no    1 0.43   0.0   11.2   3.6e+03 ?   Corynebacterium aurimucosum strain 2271 NODE_1_length_624265_cov_71.2261, whole genome shotgun sequence
NZ_BAKK01000009.1    -         Sodium               RF03071    cm        1       55    41126    41199      +    no    1 0.31   0.0   11.2   3.6e+03 ?   Bacteroides faecichinchillae JCM 17102, whole genome shotgun sequence
NZ_QNPC01000008.1    -         Sodium               RF03071    cm        1       39       31        1      -    3'    3 0.29   0.0   11.2   3.6e+03 ?   Xanthomonas oryzae pv. oryzae strain YN03-16 scaffold7, whole genome shotgun sequence
NZ_BIMO01000005.1    -         Sodium               RF03071    cm       38       53    61981    61996      +    no    1 0.62   0.0   11.2   3.6e+03 ?   Stenotrophomonas pavanii strain Y contig5, whole genome shotgun sequence
NZ_AUTJ01000027.1    -         Sodium               RF03071    cm        1       55     7785     7737      -    no    1 0.24   0.0   11.2   3.6e+03 ?   Pseudoalteromonas sp. TB13 ctg27, whole genome shotgun sequence
NZ_JAHEAH010000001.1 -         Sodium               RF03071    cm        1       55    93893    93861      -    no    1 0.39   0.0   11.2   3.6e+03 ?   Flavihumibacter rivuli strain IMCC34838 NODE_1_length_765936_cov_28.473528, whole genome shotgun sequence
NZ_PNQZ01000213.1    -         Sodium               RF03071    cm        1       55      307      238      -    no    1 0.34   0.0   11.2   3.7e+03 ?   Asaia sp. W19 Contig217, whole genome shotgun sequence
NZ_MOQG01000343.1    -         Sodium               RF03071    cm       39       52       54       67      +    no    1 0.64   0.0   11.2   3.7e+03 ?   Clostridioides difficile strain 5555-DH/ST42 5555_contig000344, whole genome shotgun sequence
NZ_JVWY01000116.1    -         Sodium               RF03071    cm        1       55      240      188      -    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain 1251_EFCM 509_247_3145, whole genome shotgun sequence
NZ_JVXN01000132.1    -         Sodium               RF03071    cm        1       55      240      188      -    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain 1238_EFCM 485_247_2611, whole genome shotgun sequence
NZ_JVWT01000135.1    -         Sodium               RF03071    cm        1       55      234      182      -    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain 1256_EFCM 560_235_1859, whole genome shotgun sequence
NZ_JUOK01000032.1    -         Sodium               RF03071    cm        1       55        2       54      +    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain 909_EFCM 100_235_2743, whole genome shotgun sequence
NZ_JVXU01000029.1    -         Sodium               RF03071    cm        1       55        2       54      +    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain 1231_EFCM 96_235_2253, whole genome shotgun sequence
NZ_CABHBW010000120.1 -         Sodium               RF03071    cm        1       55      334      282      -    no    1 0.36   0.0   11.2   3.7e+03 ?   Escherichia coli strain 4928STDY7387676, whole genome shotgun sequence
NZ_JAHDJA010000959.1 -         Sodium               RF03071    cm        1       55      216      164      -    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain HK5127 NODE_967_length_255_cov_61.375000, whole genome shotgun sequence
NZ_QFBV01000165.1    -         Sodium               RF03071    cm        1       55      225      277      +    no    1 0.36   0.0   11.2   3.7e+03 ?   Acinetobacter baumannii strain SH40 35-SH40_1_(paired)_trimmed_(paired)_contig_178, whole genome shotgun sequence
NZ_FXGN01000184.1    -         Sodium               RF03071    cm        1       55      360      308      -    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain VREN1598, whole genome shotgun sequence
NZ_PTWN01000411.1    -         Sodium               RF03071    cm        1       55        6       58      +    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain CVM N59542F N59542F_S16_L001_R1_001_contig_412, whole genome shotgun sequence
NZ_PTWP01000245.1    -         Sodium               RF03071    cm        1       55      578      526      -    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain CVM N59517F N59517F_S79_L001_R1_001_contig_246, whole genome shotgun sequence
NZ_QHLC01000007.1    -         Sodium               RF03071    cm        1       55        4       56      +    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain 1531 NODE_7_length_309_cov_29.491909, whole genome shotgun sequence
NZ_QOJJ01000062.1    -         Sodium               RF03071    cm        1       55      321      269      -    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain IHC111 IHC111_contig_229_consensus_1, whole genome shotgun sequence
NZ_JAANZG010000717.1 -         Sodium               RF03071    cm        1       55      471      419      -    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain INF91_9 NODE_718_length_483_cov_35.5309, whole genome shotgun sequence
NZ_LNME01000075.1    -         Sodium               RF03071    cm        1       55      167      219      +    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain VRE-1402435 Contig_2712, whole genome shotgun sequence
NZ_LNMG01000056.1    -         Sodium               RF03071    cm        1       55       86      138      +    no    1 0.36   0.0   11.2   3.7e+03 ?   Enterococcus faecium strain VRE-1402563 Contig_2377, whole genome shotgun sequence
NZ_JAHEAH010000003.1 -         Sodium               RF03071    cm        3       28   295197   295220      +    no    1 0.38   0.0   11.2   3.7e+03 ?   Flavihumibacter rivuli strain IMCC34838 NODE_3_length_678769_cov_33.333908, whole genome shotgun sequence
NZ_CADEAD010000062.1 -         Sodium               RF03071    cm        1       55      132      196      +    no    1 0.45   0.0   11.2   3.7e+03 ?   Bartonella phoceensis strain CIP107707, whole genome shotgun sequence
NZ_QROA01000009.1    -         Sodium               RF03071    cm        1       55    38740    38806      +    no    1 0.39   0.0   11.2   3.7e+03 ?   Lachnospira eligens strain AF41-18 AF41-18.Scaf9, whole genome shotgun sequence
NZ_QRVY01000001.1    -         Sodium               RF03071    cm        1       55    50026    50063      +    no    1 0.21   0.0   11.2   3.7e+03 ?   Ruminococcus bromii strain AF21-10LB AF21-10LB.Scaf1, whole genome shotgun sequence
NZ_WMAD01000041.1    -         Sodium               RF03071    cm        1       55     6663     6710      +    no    1 0.50   0.0   11.2   3.7e+03 ?   Streptococcus equi subsp. zooepidemicus strain ISU38408 contig041, whole genome shotgun sequence
NZ_JAAGNU010000826.1 -         Sodium               RF03071    cm        1       55       46       83      +    no    1 0.34   0.0   11.2   3.7e+03 ?   Salipiger sp. PrR004 NODE_1112_length_227_cov_1.114943, whole genome shotgun sequence
NZ_ANMK01000032.1    -         Sodium               RF03071    cm        1       55    35684    35633      -    no    1 0.44   0.0   11.2   3.7e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp120 contig00036, whole genome shotgun sequence
NZ_ANMJ01000041.1    -         Sodium               RF03071    cm        1       55    28722    28773      +    no    1 0.44   0.0   11.2   3.7e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp46 contig00044, whole genome shotgun sequence
NZ_VKDK01000001.1    -         Sodium               RF03071    cm        1       55   231203   231167      -    no    1 0.51   0.0   11.2   3.7e+03 ?   Corynebacterium aurimucosum strain 2274 NODE_1_length_276321_cov_275.669, whole genome shotgun sequence
NZ_LAYQ01000018.1    -         Sodium               RF03071    cm        1       55    34130    34094      -    no    1 0.51   0.0   11.2   3.7e+03 ?   Corynebacterium minutissimum strain 1941 Contig_18, whole genome shotgun sequence
NZ_FYTN01000011.1    -         Sodium               RF03071    cm        1       55     1541     1518      -    no    1 0.46   0.0   11.2   3.7e+03 ?   Streptococcus pneumoniae strain UoS5098, whole genome shotgun sequence
NZ_ANML01000110.1    -         Sodium               RF03071    cm        1       55    35736    35685      -    no    1 0.46   0.0   11.2   3.7e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp223 contig00122, whole genome shotgun sequence
NZ_MOLL01000055.1    -         Sodium               RF03071    cm        1       55    21425    21470      +    no    1 0.50   0.0   11.1   3.8e+03 ?   Vibrio cholerae strain DL4211 Contig_13, whole genome shotgun sequence
NZ_MOLM01000016.1    -         Sodium               RF03071    cm        1       55    39161    39206      +    no    1 0.50   0.0   11.1   3.8e+03 ?   Vibrio cholerae strain DL4215 AB_SE_12_CTTGTA_L008_R2_001_(paired)_contig_16, whole genome shotgun sequence
NZ_VMHY01000626.1    -         Sodium               RF03071    cm       38       53      220      235      +    no    1 0.62   0.0   11.1   3.8e+03 ?   Acinetobacter baumannii strain 5124 NODE_795_length_362_cov_0.136170, whole genome shotgun sequence
NZ_JACFAY010000009.1 -         Sodium               RF03071    cm       30       55     2617     2591      -    no    1 0.30   0.0   11.1   3.8e+03 ?   Borreliella garinii subsp. bavariensis strain PBar PBar_lp28-7_to_Lubl25, whole genome shotgun sequence
NZ_JACFAX010000005.1 -         Sodium               RF03071    cm       30       55    21302    21328      +    no    1 0.30   0.0   11.1   3.8e+03 ?   Borreliella garinii subsp. bavariensis strain PBN PBN_lp17_to_PBi, whole genome shotgun sequence
NZ_JMNQ01000515.1    -         Sodium               RF03071    cm        1       55       43      104      +    no    1 0.32   0.0   11.1   3.8e+03 ?   Acinetobacter pittii strain 1451147 ab1451147.contig.514_1, whole genome shotgun sequence
